repositorio,url,total_releases
drizzle-team/drizzle-orm,https://github.com/drizzle-team/drizzle-orm,182
jqlang/jq,https://github.com/jqlang/jq,16
alvarotrigo/fullPage.js,https://github.com/alvarotrigo/fullPage.js,109
casey/just,https://github.com/casey/just,146
kuchin/awesome-cto,https://github.com/kuchin/awesome-cto,0
tailscale/tailscale,https://github.com/tailscale/tailscale,159
nativefier/nativefier,https://github.com/nativefier/nativefier,99
typicode/husky,https://github.com/typicode/husky,80
geekcomputers/Python,https://github.com/geekcomputers/Python,0
sahat/hackathon-starter,https://github.com/sahat/hackathon-starter,18
VectifyAI/PageIndex,https://github.com/VectifyAI/PageIndex,7
blakeblackshear/frigate,https://github.com/blakeblackshear/frigate,81
fxsjy/jieba,https://github.com/fxsjy/jieba,9
geekan/HowToLiveLonger,https://github.com/geekan/HowToLiveLonger,0
utmapp/UTM,https://github.com/utmapp/UTM,130
unknwon/the-way-to-go_ZH_CN,https://github.com/unknwon/the-way-to-go_ZH_CN,0
netty/netty,https://github.com/netty/netty,13
DayuanJiang/next-ai-draw-io,https://github.com/DayuanJiang/next-ai-draw-io,18
bumptech/glide,https://github.com/bumptech/glide,59
sorrycc/awesome-javascript,https://github.com/sorrycc/awesome-javascript,0
hehonghui/awesome-english-ebooks,https://github.com/hehonghui/awesome-english-ebooks,0
zellij-org/zellij,https://github.com/zellij-org/zellij,69
awesome-foss/awesome-sysadmin,https://github.com/awesome-foss/awesome-sysadmin,0
laravel/framework,https://github.com/laravel/framework,965
gitroomhq/postiz-app,https://github.com/gitroomhq/postiz-app,199
esengine/DeepSeek-Reasonix,https://github.com/esengine/DeepSeek-Reasonix,187
facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,10
qishibo/AnotherRedisDesktopManager,https://github.com/qishibo/AnotherRedisDesktopManager,55
TheAlgorithms/C-Plus-Plus,https://github.com/TheAlgorithms/C-Plus-Plus,0
BVLC/caffe,https://github.com/BVLC/caffe,14
lissy93/web-check,https://github.com/lissy93/web-check,3
ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,62
v2fly/v2ray-core,https://github.com/v2fly/v2ray-core,130
kovidgoyal/kitty,https://github.com/kovidgoyal/kitty,143
nothings/stb,https://github.com/nothings/stb,0
anthropics/financial-services,https://github.com/anthropics/financial-services,0
raysan5/raylib,https://github.com/raysan5/raylib,25
derailed/k9s,https://github.com/derailed/k9s,258
SeleniumHQ/selenium,https://github.com/SeleniumHQ/selenium,120
CMU-Perceptual-Computing-Lab/openpose,https://github.com/CMU-Perceptual-Computing-Lab/openpose,15
huggingface/diffusers,https://github.com/huggingface/diffusers,92
xitu/gold-miner,https://github.com/xitu/gold-miner,0
jaredpalmer/formik,https://github.com/jaredpalmer/formik,200
nodejs/node-v0.x-archive,https://github.com/nodejs/node-v0.x-archive,0
python-poetry/poetry,https://github.com/python-poetry/poetry,151
TheAlgorithms/JavaScript,https://github.com/TheAlgorithms/JavaScript,0
openai/CLIP,https://github.com/openai/CLIP,0
balena-io/etcher,https://github.com/balena-io/etcher,291
swc-project/swc,https://github.com/swc-project/swc,816
backstage/backstage,https://github.com/backstage/backstage,542
ehang-io/nps,https://github.com/ehang-io/nps,59
seaweedfs/seaweedfs,https://github.com/seaweedfs/seaweedfs,316
zenorocha/clipboard.js,https://github.com/zenorocha/clipboard.js,42
testerSunshine/12306,https://github.com/testerSunshine/12306,1
xkcoding/spring-boot-demo,https://github.com/xkcoding/spring-boot-demo,0
aristocratos/btop,https://github.com/aristocratos/btop,55
lllyasviel/ControlNet,https://github.com/lllyasviel/ControlNet,0
lightpanda-io/browser,https://github.com/lightpanda-io/browser,20
zxing/zxing,https://github.com/zxing/zxing,32
qdrant/qdrant,https://github.com/qdrant/qdrant,116
fish-shell/fish-shell,https://github.com/fish-shell/fish-shell,67
OpenBMB/ChatDev,https://github.com/OpenBMB/ChatDev,12
chenfei-wu/TaskMatrix,https://github.com/chenfei-wu/TaskMatrix,0
agentscope-ai/QwenPaw,https://github.com/agentscope-ai/QwenPaw,107
MonitorControl/MonitorControl,https://github.com/MonitorControl/MonitorControl,26
atlassian/react-beautiful-dnd,https://github.com/atlassian/react-beautiful-dnd,68
NginxProxyManager/nginx-proxy-manager,https://github.com/NginxProxyManager/nginx-proxy-manager,88
pcottle/learnGitBranching,https://github.com/pcottle/learnGitBranching,0
lib-pku/libpku,https://github.com/lib-pku/libpku,0
carbon-language/carbon-lang,https://github.com/carbon-language/carbon-lang,764
K-Dense-AI/scientific-agent-skills,https://github.com/K-Dense-AI/scientific-agent-skills,101
TabbyML/tabby,https://github.com/TabbyML/tabby,249
explosion/spaCy,https://github.com/explosion/spaCy,137
halfrost/LeetCode-Go,https://github.com/halfrost/LeetCode-Go,5
SerenityOS/serenity,https://github.com/SerenityOS/serenity,0
k3s-io/k3s,https://github.com/k3s-io/k3s,1000
mli/paper-reading,https://github.com/mli/paper-reading,0
Pythagora-io/gpt-pilot,https://github.com/Pythagora-io/gpt-pilot,0
alibaba/easyexcel,https://github.com/alibaba/easyexcel,14
anthropics/claude-plugins-official,https://github.com/anthropics/claude-plugins-official,0
anoma/anoma,https://github.com/anoma/anoma,12
valinet/ExplorerPatcher,https://github.com/valinet/ExplorerPatcher,300
Blankj/AndroidUtilCode,https://github.com/Blankj/AndroidUtilCode,117
bayandin/awesome-awesomeness,https://github.com/bayandin/awesome-awesomeness,0
binwiederhier/ntfy,https://github.com/binwiederhier/ntfy,108
shadowsocks/shadowsocks,https://github.com/shadowsocks/shadowsocks,2
apache/kafka,https://github.com/apache/kafka,0
tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,15
XX-net/XX-Net,https://github.com/XX-net/XX-Net,390
microsoft/WSL,https://github.com/microsoft/WSL,107
AFNetworking/AFNetworking,https://github.com/AFNetworking/AFNetworking,40
nicolargo/glances,https://github.com/nicolargo/glances,61
lutzroeder/netron,https://github.com/lutzroeder/netron,9
langfuse/langfuse,https://github.com/langfuse/langfuse,655
mckaywrigley/chatbot-ui,https://github.com/mckaywrigley/chatbot-ui,0
MetaCubeX/mihomo,https://github.com/MetaCubeX/mihomo,62
google/comprehensive-rust,https://github.com/google/comprehensive-rust,0
remix-run/remix,https://github.com/remix-run/remix,639
alibaba/nacos,https://github.com/alibaba/nacos,98
motiondivision/motion,https://github.com/motiondivision/motion,0
zeromicro/go-zero,https://github.com/zeromicro/go-zero,154
dgtlmoon/changedetection.io,https://github.com/dgtlmoon/changedetection.io,216
waydabber/BetterDisplay,https://github.com/waydabber/BetterDisplay,132
certbot/certbot,https://github.com/certbot/certbot,72
bilibili/ijkplayer,https://github.com/bilibili/ijkplayer,0
linshenkx/prompt-optimizer,https://github.com/linshenkx/prompt-optimizer,47
qier222/YesPlayMusic,https://github.com/qier222/YesPlayMusic,32
vbenjs/vue-vben-admin,https://github.com/vbenjs/vue-vben-admin,63
cursor/cursor,https://github.com/cursor/cursor,0
pear-devs/pear-desktop,https://github.com/pear-devs/pear-desktop,88
Leey21/awesome-ai-research-writing,https://github.com/Leey21/awesome-ai-research-writing,0
datawhalechina/happy-llm,https://github.com/datawhalechina/happy-llm,3
immutable-js/immutable-js,https://github.com/immutable-js/immutable-js,100
binarywang/WxJava,https://github.com/binarywang/WxJava,31
ibraheemdev/modern-unix,https://github.com/ibraheemdev/modern-unix,0
adobe/brackets,https://github.com/adobe/brackets,69
gulpjs/gulp,https://github.com/gulpjs/gulp,24
tokio-rs/tokio,https://github.com/tokio-rs/tokio,154
FreeCAD/FreeCAD,https://github.com/FreeCAD/FreeCAD,114
0xAX/linux-insides,https://github.com/0xAX/linux-insides,0
